"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.965668208E0,2.613451891E-2,-8.147001266E-3,-2.954250015E-2,4.027587396E-2
2.975625208E0,-1.752507407E-3,-1.271698624E-2,-3.404111415E-2,3.638118296E-2
2.985583208E0,-3.173677251E-2,-1.503526792E-2,-3.879938275E-2,5.233234289E-2
2.995540208E0,-6.264834851E-2,-1.587229967E-2,-4.652175307E-2,7.963051536E-2
3.005498208E0,-8.917281032E-2,-1.635521092E-2,-4.800329357E-2,1.025845954E-1
3.015455208E0,-1.163724735E-1,-1.837148890E-2,-4.674947634E-2,1.267500601E-1
3.025413208E0,-1.407983452E-1,-2.226607688E-2,-4.285253584E-2,1.488498976E-1
3.035370208E0,-1.578921229E-1,-2.753886953E-2,-4.024529830E-2,1.652513111E-1
3.045328208E0,-1.696215868E-1,-3.501024470E-2,-4.110106826E-2,1.780070160E-1
3.055285208E0,-1.795048416E-1,-3.716767207E-2,-3.596782312E-2,1.868076773E-1
3.065243208E0,-1.827495545E-1,-4.087724537E-2,-3.649842739E-2,1.907891089E-1
3.075200208E0,-1.821167916E-1,-4.590395838E-2,-3.398253769E-2,1.908625475E-1
3.085158208E0,-1.733870208E-1,-4.989975318E-2,-3.538393974E-2,1.838615445E-1
3.095115208E0,-1.573750377E-1,-5.178287625E-2,-3.425928578E-2,1.691805764E-1
3.105073208E0,-1.352083981E-1,-5.430078134E-2,-3.386733681E-2,1.495890446E-1
3.115030208E0,-1.050680652E-1,-5.877808854E-2,-3.766100854E-2,1.261448120E-1
3.124988208E0,-7.196532190E-2,-6.082167104E-2,-3.650079295E-2,1.010474696E-1
3.134946208E0,-3.691972047E-2,-6.311891228E-2,-3.502779827E-2,8.108026578E-2
3.144903208E0,-5.617036950E-3,-6.252969801E-2,-3.278338164E-2,7.082559106E-2
3.154861208E0,1.941827498E-2,-6.072593853E-2,-2.889729664E-2,6.999830545E-2
3.164818208E0,4.288987443E-2,-5.761060491E-2,-2.559488639E-2,7.624710707E-2
3.174776208E0,5.538196489E-2,-5.935763940E-2,-2.499834076E-2,8.494356027E-2
3.184733208E0,6.594263762E-2,-5.653697997E-2,-2.305827476E-2,8.986960329E-2
3.194691208E0,7.119892538E-2,-5.459446833E-2,-2.142256312E-2,9.224298974E-2
3.204648208E0,6.923325360E-2,-5.134800076E-2,-1.512761042E-2,8.751402849E-2
3.214606208E0,6.385579705E-2,-5.099486560E-2,-1.166043989E-2,8.254698658E-2
3.224563208E0,5.276728049E-2,-5.039525032E-2,-1.127948239E-2,7.383287796E-2
3.234521208E0,3.902483359E-2,-4.917845130E-2,-1.204913482E-2,6.392682816E-2
3.244478208E0,1.792240515E-2,-5.001174286E-2,-1.014315896E-2,5.408577173E-2
3.254436208E0,-7.002387196E-3,-4.631287977E-2,-8.107438684E-3,4.753574256E-2
3.264393208E0,-3.436362743E-2,-4.497332126E-2,-6.053294986E-3,5.692188415E-2
3.274351208E0,-5.683351681E-2,-4.485215247E-2,-2.419144846E-3,7.244043398E-2
3.284308208E0,-7.836374640E-2,-4.287108034E-2,1.890546642E-3,8.934416851E-2
3.294266208E0,-9.671959281E-2,-4.237360135E-2,3.159543034E-3,1.056417741E-1
3.304223208E0,-1.104795188E-1,-4.187748581E-2,8.780235425E-3,1.184759065E-1
3.314181208E0,-1.161914691E-1,-3.746808693E-2,7.516831160E-3,1.223144218E-1
3.324139208E0,-1.118546873E-1,-3.597229719E-2,1.085994765E-2,1.179975242E-1
3.334096208E0,-1.018305421E-1,-3.179406375E-2,1.035154983E-2,1.071796453E-1
3.344054208E0,-8.587519079E-2,-2.751550823E-2,9.951251559E-3,9.072308965E-2
3.354011208E0,-6.711455435E-2,-2.276149951E-2,1.188364066E-2,7.185868201E-2
3.363969208E0,-4.217885435E-2,-2.008246072E-2,1.083519123E-2,4.795583751E-2
3.373926208E0,-1.696537808E-2,-1.143996976E-2,1.436015218E-2,2.499821858E-2
3.383884208E0,1.061228383E-2,-3.564741462E-3,1.499825902E-2,1.871565451E-2
3.393841208E0,3.812167421E-2,4.696916789E-3,1.644595340E-2,4.178268128E-2
3.403799208E0,6.679716706E-2,7.718569599E-3,1.930157095E-2,6.995704743E-2
3.413756208E0,9.509991109E-2,1.778505184E-2,2.046457306E-2,9.888933163E-2
3.423714208E0,1.154471636E-1,2.229136974E-2,2.350836061E-2,1.199066127E-1
3.433671208E0,1.324317455E-1,3.091308661E-2,2.796569467E-2,1.388375534E-1
3.443629208E0,1.463185251E-1,3.588770330E-2,2.871507220E-2,1.533675109E-1
3.453586208E0,1.533298343E-1,4.320313781E-2,2.753262781E-2,1.616619770E-1
3.463544208E0,1.526043117E-1,4.840394109E-2,3.046289273E-2,1.629693385E-1
3.473501208E0,1.454987377E-1,5.441922322E-2,3.363871574E-2,1.589430644E-1
3.483459208E0,1.288513243E-1,6.081746891E-2,4.131101444E-2,1.483510304E-1
3.493416208E0,1.072384268E-1,6.288541853E-2,4.588712379E-2,1.325152224E-1
3.503374208E0,8.515974879E-2,6.635783613E-2,4.653210193E-2,1.175618209E-1
3.513331208E0,6.083710492E-2,6.647261977E-2,4.418798909E-2,1.003610527E-1
3.523289208E0,4.031097516E-2,6.631305814E-2,4.033529758E-2,8.746046324E-2
3.533247208E0,2.102223039E-2,6.611917913E-2,4.152093455E-2,8.085584719E-2
3.543204208E0,-4.852700513E-3,7.238797843E-2,4.611600190E-2,8.596658511E-2
3.553162208E0,-1.943750307E-2,7.158903033E-2,4.679617286E-2,8.770796761E-2
3.563119208E0,-3.331256658E-2,7.260882854E-2,4.482041299E-2,9.160042847E-2
3.573077208E0,-3.756882995E-2,7.092544436E-2,3.735423833E-2,8.852781915E-2
3.583034208E0,-3.489856794E-2,7.117397338E-2,3.450475633E-2,8.645358721E-2
3.592992208E0,-2.600361034E-2,7.240328938E-2,3.797938675E-2,8.579544208E-2
3.602949208E0,-1.115709729E-2,7.008074224E-2,4.089344293E-2,8.190277729E-2
3.612907208E0,6.238138303E-3,6.781971455E-2,4.316671565E-2,8.063369885E-2
3.622864208E0,2.364188433E-2,6.602432579E-2,3.738145530E-2,7.947026797E-2
3.632822125E0,4.460735247E-2,6.308339536E-2,2.927133068E-2,8.262046638E-2
3.642779125E0,6.117727235E-2,6.230756640E-2,2.559365518E-2,9.099410239E-2
3.652737125E0,8.239760995E-2,6.422664225E-2,2.341998369E-2,1.070650425E-1
3.662694125E0,1.018891931E-1,6.557135284E-2,2.350816131E-2,1.234246476E-1
3.672652125E0,1.250704229E-1,6.012625247E-2,2.140293270E-2,1.404131847E-1
3.682609125E0,1.456235498E-1,5.181521550E-2,1.976248808E-2,1.558255138E-1
3.692567125E0,1.614677608E-1,4.698610678E-2,1.588572562E-2,1.689138487E-1
3.702524125E0,1.698573232E-1,3.916238248E-2,1.274446212E-2,1.747787852E-1
3.712482125E0,1.714387089E-1,3.289649636E-2,1.577487215E-2,1.752776568E-1
3.722440125E0,1.649141610E-1,2.928971685E-2,1.952664554E-2,1.686293506E-1
3.732397125E0,1.492835283E-1,2.249838971E-2,2.340527438E-2,1.527728910E-1
3.742355125E0,1.285342127E-1,1.589452848E-2,2.670739032E-2,1.322382871E-1
3.752312125E0,1.005907208E-1,1.067952719E-2,2.193580382E-2,1.035071249E-1
3.762270125E0,7.331888378E-2,6.214954890E-3,1.799980365E-2,7.575141790E-2
3.772227125E0,4.506594315E-2,4.393086303E-3,1.620030589E-2,4.809041849E-2
3.782185125E0,1.558156777E-2,-1.142385183E-3,1.550069638E-2,2.200822315E-2
3.792142125E0,-8.701135404E-3,-8.359551430E-3,1.423116680E-2,1.865791966E-2
3.802100125E0,-2.964753471E-2,-2.115027606E-2,1.185857877E-2,3.830060551E-2
3.812057125E0,-4.602411017E-2,-2.829021215E-2,1.099784579E-2,5.513172800E-2
3.822015125E0,-6.224612892E-2,-3.743899986E-2,6.192260887E-3,7.290132626E-2
3.831972125E0,-7.463355362E-2,-4.611371458E-2,4.407410044E-3,8.784114789E-2
3.841930125E0,-8.389042318E-2,-5.106754974E-2,5.685199518E-3,9.837590778E-2
3.851887125E0,-8.996828645E-2,-5.470622703E-2,8.285243995E-3,1.056205904E-1
3.861845125E0,-9.114639461E-2,-6.222402677E-2,1.034642477E-2,1.108446808E-1
3.871802125E0,-8.635696024E-2,-6.489917636E-2,8.591135964E-3,1.083662092E-1
3.881760125E0,-7.630574703E-2,-7.293353975E-2,4.333414137E-3,1.056439621E-1
3.891717125E0,-5.885405466E-2,-7.791018486E-2,-8.287305944E-3,9.799222466E-2
3.901675125E0,-4.304011166E-2,-8.160031587E-2,-1.227522455E-2,9.306849037E-2
3.911632125E0,-2.058620192E-2,-8.577802032E-2,-1.547714323E-2,8.956116593E-2
3.921590125E0,-5.692572333E-3,-8.694289625E-2,-1.771413721E-2,8.891154731E-2
3.931548125E0,1.436422579E-2,-8.618123829E-2,-1.741719432E-2,8.908925566E-2
3.941505125E0,2.975036949E-2,-7.946346700E-2,-2.676314116E-2,8.897074124E-2
3.951463125E0,4.516980425E-2,-7.739578933E-2,-3.453850746E-2,9.603815866E-2
3.961420125E0,5.681882426E-2,-7.109700143E-2,-3.191277012E-2,9.644473703E-2
3.971378125E0,5.940261856E-2,-6.786739081E-2,-2.604875341E-2,9.387859917E-2
3.981335125E0,5.628461018E-2,-6.350738555E-2,-1.671402901E-2,8.648990767E-2
3.991293125E0,4.695661739E-2,-5.959919468E-2,-1.803335920E-2,7.798839636E-2
4.001250125E0,3.267301619E-2,-5.558876321E-2,-2.255186997E-2,6.830976080E-2
4.011208125E0,1.559496578E-2,-5.361216515E-2,-3.149662912E-2,6.410541986E-2
4.021165125E0,-4.286774434E-3,-5.175016448E-2,-3.747278824E-2,6.403644132E-2
4.031123125E0,-2.610125765E-2,-4.571517557E-2,-3.761819378E-2,6.470147936E-2
4.041080125E0,-4.956122860E-2,-4.134137928E-2,-3.513745219E-2,7.348513842E-2
4.051038125E0,-7.195814699E-2,-4.506288096E-2,-3.444023430E-2,9.162296599E-2
4.060995125E0,-9.205284715E-2,-4.136943072E-2,-4.052157328E-2,1.087527212E-1
4.070953125E0,-1.068650782E-1,-4.008471966E-2,-4.675097391E-2,1.233393013E-1
4.080910125E0,-1.178261265E-1,-3.433500230E-2,-4.370017350E-2,1.302750691E-1
4.090868125E0,-1.303171515E-1,-2.969551086E-2,-4.064206034E-2,1.397002520E-1
4.100825125E0,-1.426591277E-1,-2.753292024E-2,-2.981796116E-2,1.483199219E-1
4.110783125E0,-1.567861289E-1,-2.189767174E-2,-2.406153828E-2,1.601260624E-1
4.120741125E0,-1.598954499E-1,-1.384523138E-2,-2.245916612E-2,1.620575807E-1
4.130698125E0,-1.546493024E-1,-6.668012589E-3,-2.930348925E-2,1.575422597E-1
4.140656125E0,-1.451850384E-1,-2.225995529E-3,-3.686805815E-2,1.498095596E-1
4.150613125E0,-1.279818118E-1,4.799689632E-3,-4.135468602E-2,1.345830272E-1
4.160571125E0,-1.063475385E-1,1.243915316E-2,-3.940927237E-2,1.140947949E-1
4.170528125E0,-8.131036162E-2,1.203675009E-2,-4.087401181E-2,9.179838289E-2
4.180486125E0,-5.098725110E-2,1.293497905E-2,-3.963840753E-2,6.586514108E-2
4.190443125E0,-2.112922072E-2,1.655900851E-2,-4.789047688E-2,5.490120679E-2
4.200401125E0,7.150529884E-3,1.886751503E-2,-5.173844844E-2,5.553359567E-2
4.210358125E0,2.755380422E-2,2.426920459E-2,-5.403596163E-2,6.533063269E-2
4.220316125E0,3.820484877E-2,2.859756723E-2,-4.121048003E-2,6.305342961E-2
4.230273125E0,3.845705092E-2,3.581313789E-2,-2.488530613E-2,5.814468224E-2
4.240231125E0,3.212423623E-2,4.365366325E-2,-2.123412304E-2,5.821079667E-2
4.250188125E0,2.845546231E-2,4.670457914E-2,-2.761292458E-2,6.126585225E-2
4.260146125E0,2.331228182E-2,4.665493593E-2,-3.970947117E-2,6.555141211E-2
4.270103125E0,1.674706116E-2,4.261385649E-2,-4.849896953E-2,6.669748772E-2
4.280061125E0,-1.006914768E-3,4.216549173E-2,-4.004004598E-2,5.815623657E-2
4.290018125E0,-2.401795797E-2,4.247441888E-2,-2.821881138E-2,5.636701056E-2
4.299976125E0,-4.775684699E-2,3.911133111E-2,-2.236156911E-2,6.565403589E-2
4.309933125E0,-6.417071074E-2,3.562152386E-2,-2.536747977E-2,7.765489108E-2
4.319891125E0,-7.860361040E-2,3.033015877E-2,-3.459075093E-2,9.107670475E-2
4.329849125E0,-9.043443203E-2,3.174882382E-2,-3.724911809E-2,1.028293300E-1
4.339806125E0,-1.006256416E-1,3.283733875E-2,-2.038222924E-2,1.077926057E-1
4.349764125E0,-1.223069653E-1,3.374361247E-2,3.517244942E-3,1.269251597E-1
4.359721125E0,-1.296749711E-1,3.342747688E-2,1.837668195E-2,1.351691414E-1
4.369679125E0,-1.352500319E-1,2.407205664E-2,1.808000356E-2,1.385601731E-1
4.379636125E0,-1.235351339E-1,1.973680407E-2,8.961725980E-4,1.251050513E-1
4.389594125E0,-1.111817956E-1,1.276837476E-2,-1.245318819E-2,1.126033080E-1
4.399551125E0,-9.576475620E-2,5.452481098E-3,-4.626916721E-3,9.603138257E-2
4.409509125E0,-8.257571608E-2,1.012192457E-3,1.171983220E-2,8.340939927E-2
4.419466125E0,-6.111631542E-2,-3.003723454E-3,1.767453551E-2,6.369156593E-2
4.429424125E0,-3.411931917E-2,-1.012288593E-2,1.286033820E-2,3.784163129E-2
4.439381125E0,2.835230902E-3,-1.889703795E-2,-2.879276872E-5,1.910856893E-2
4.449339125E0,3.743794933E-2,-1.807465404E-2,-8.553304709E-3,4.244351765E-2
4.459296125E0,6.416178495E-2,-1.683537290E-2,3.655571491E-4,6.633474248E-2
4.469254125E0,7.981345057E-2,-1.421588659E-2,2.802940831E-2,8.577835423E-2
4.479211125E0,9.280336648E-2,-1.301495731E-2,4.707999900E-2,1.048731627E-1
4.489169125E0,9.949269891E-2,-2.090909891E-2,4.214995354E-2,1.100572857E-1
4.499126125E0,1.076463237E-1,-2.955670469E-2,2.541641518E-2,1.144872219E-1
4.509084125E0,1.113585010E-1,-3.618025407E-2,1.217624359E-2,1.177199535E-1
4.519041125E0,1.050339490E-1,-3.818431869E-2,1.824409515E-2,1.132387727E-1
4.528999125E0,9.054449201E-2,-4.283286631E-2,3.153087199E-2,1.050102631E-1
4.538956125E0,7.396862656E-2,-5.318254977E-2,4.597219080E-2,1.020450079E-1
4.548914125E0,6.672349572E-2,-6.153901666E-2,3.843491524E-2,9.857138613E-2
4.558872125E0,5.516545102E-2,-6.928829849E-2,2.530531213E-2,9.211109659E-2
4.568829125E0,4.336551577E-2,-7.236318290E-2,1.863835379E-2,8.639668066E-2
4.578787125E0,2.426417544E-2,-7.573168725E-2,2.854758501E-2,8.449262260E-2
4.588744125E0,-1.857706811E-3,-7.221765071E-2,5.166754872E-2,8.881652852E-2
4.598702125E0,-2.448916063E-2,-7.050079107E-2,6.612849236E-2,9.971488370E-2
4.608659125E0,-3.897329420E-2,-6.960197538E-2,6.488586217E-2,1.028276604E-1
4.618617125E0,-4.874532670E-2,-6.721252948E-2,5.295260251E-2,9.847643935E-2
4.628574125E0,-5.056852102E-2,-6.353949755E-2,4.250768572E-2,9.165885889E-2
4.638531500E0,-5.166360736E-2,-5.499091372E-2,4.233773798E-2,8.651943697E-2
4.648488500E0,-4.517135397E-2,-5.106541514E-2,5.239702761E-2,8.598590783E-2
4.658446500E0,-3.044345602E-2,-5.619668216E-2,5.780424923E-2,8.617541603E-2
4.668403500E0,-9.050549008E-3,-5.714663118E-2,4.973486811E-2,7.629683479E-2
4.678361500E0,2.046819776E-2,-6.081058085E-2,3.748238832E-2,7.430883727E-2
4.688318500E0,5.082822964E-2,-6.031523645E-2,2.866332978E-2,8.392272130E-2
4.698276500E0,7.671593130E-2,-5.413097888E-2,3.168589249E-2,9.909335383E-2
4.708233500E0,9.202005714E-2,-4.596359655E-2,4.363309965E-2,1.117326743E-1
4.718191500E0,1.050158367E-1,-3.953696042E-2,5.686400086E-2,1.257975031E-1
4.728148500E0,1.198267490E-1,-3.538908809E-2,5.450923368E-2,1.363161541E-1
4.738106500E0,1.330764294E-1,-2.960483730E-2,4.160103202E-2,1.425357089E-1
4.748063500E0,1.411892027E-1,-3.005331382E-2,2.946394123E-2,1.473286003E-1
4.758021500E0,1.438265145E-1,-2.572561055E-2,2.739367075E-2,1.486549243E-1
4.767979500E0,1.424294114E-1,-2.599858493E-2,3.191944957E-2,1.482596200E-1
4.777936500E0,1.373211294E-1,-2.194025554E-2,3.330367059E-2,1.429951114E-1
4.787894500E0,1.303902566E-1,-2.567374147E-2,2.546838671E-2,1.353122269E-1
4.797851500E0,1.205789074E-1,-2.343767695E-2,9.543254972E-3,1.232058088E-1
4.807809500E0,1.049469560E-1,-2.100940607E-2,3.152200952E-3,1.070756513E-1
4.817766500E0,8.574511856E-2,-1.256510988E-2,3.794987220E-3,8.674392930E-2
4.827724500E0,6.282808632E-2,-6.649430376E-3,1.741732284E-2,6.553584126E-2
4.837681500E0,4.016440362E-2,-1.137219463E-2,2.702016011E-2,4.972519664E-2
4.847639500E0,1.356821228E-2,-1.171787269E-2,2.764147520E-2,3.294626043E-2
4.857596500E0,-8.658980951E-3,-1.121016406E-2,2.330338955E-2,2.727074795E-2
4.867554500E0,-2.378174104E-2,-1.185198594E-2,1.443666033E-2,3.024000561E-2
4.877511500E0,-3.735586628E-2,-8.657740429E-3,1.331238821E-2,4.059109379E-2
4.887469500E0,-5.186636746E-2,-6.630542222E-3,1.703095995E-2,5.499216090E-2
4.897426500E0,-6.058377400E-2,-5.368022714E-3,1.571641117E-2,6.281890575E-2
4.907384500E0,-5.912888795E-2,-2.882760949E-3,1.437843964E-2,6.092023660E-2
4.917341500E0,-5.385538936E-2,2.691264963E-3,3.209585324E-3,5.401802762E-2
4.927299500E0,-3.934835270E-2,1.320276130E-2,-5.401745439E-3,4.185432618E-2
4.937256500E0,-2.909981087E-2,2.099459432E-2,-5.232498981E-3,3.626225350E-2
4.947214500E0,-1.164572034E-2,3.080674447E-2,1.044837758E-3,3.295102416E-2
4.957171500E0,-1.971688587E-3,3.956536576E-2,1.030671876E-2,4.093328933E-2
4.967129500E0,5.187953822E-3,4.475986212E-2,1.412835531E-2,4.722256395E-2
4.977087500E0,1.462850720E-2,5.052997544E-2,4.618955310E-3,5.280725698E-2
4.987044500E0,2.661486343E-2,6.152057275E-2,-5.270427093E-3,6.723770690E-2
4.997002500E0,3.784815967E-2,7.009392977E-2,-1.136087440E-2,8.046559294E-2
5.006959500E0,4.533084482E-2,7.349425554E-2,-1.247274317E-2,8.724597648E-2
5.016917500E0,5.019635707E-2,7.764475793E-2,-1.631851122E-2,9.388650864E-2
5.026874500E0,5.262942612E-2,7.848658413E-2,-2.055133879E-2,9.670758971E-2
5.036832500E0,5.421061814E-2,8.153433353E-2,-2.841069736E-2,1.019500191E-1
5.046789500E0,4.916552454E-2,8.221317828E-2,-4.088574648E-2,1.041532513E-1
5.056747500E0,4.169375822E-2,8.313564956E-2,-4.544093087E-2,1.035122403E-1
5.066704500E0,2.853054926E-2,8.263710141E-2,-4.599353671E-2,9.878404826E-2
5.076662500E0,9.344075806E-3,8.283074200E-2,-3.888110816E-2,9.197817211E-2
5.086619500E0,-1.547418907E-2,8.438895643E-2,-3.414787352E-2,9.234188519E-2
5.096577500E0,-4.333342239E-2,8.978608996E-2,-3.002520464E-2,1.041193563E-1
5.106534500E0,-7.033760846E-2,8.734343946E-2,-3.702266514E-2,1.180971351E-1
5.116492500E0,-8.981197327E-2,8.796928078E-2,-4.234525561E-2,1.326570977E-1
5.126449500E0,-1.157945767E-1,8.950618654E-2,-4.240278155E-2,1.523736766E-1
5.136407500E0,-1.286586970E-1,8.452428877E-2,-4.192789644E-2,1.595473729E-1
5.146364500E0,-1.370854825E-1,8.145286888E-2,-4.288823158E-2,1.651254062E-1
5.156322500E0,-1.397987902E-1,7.378735393E-2,-4.605139792E-2,1.646481296E-1
5.166279500E0,-1.320961267E-1,6.262525171E-2,-5.449947715E-2,1.560176331E-1
5.176237500E0,-1.190232038E-1,5.098696798E-2,-5.563664436E-2,1.409312959E-1
5.186195500E0,-1.078073010E-1,4.256764799E-2,-5.621801317E-2,1.288211311E-1
5.196152500E0,-9.804736078E-2,3.633277491E-2,-3.917146474E-2,1.116591203E-1
5.206110500E0,-8.040391654E-2,3.009804711E-2,-3.208985180E-2,9.165391875E-2
5.216067500E0,-6.684442610E-2,2.572973818E-2,-3.282804042E-2,7.879008164E-2
5.226025500E0,-4.374523461E-2,1.923695207E-2,-3.858765960E-2,6.142241732E-2
5.235982500E0,-1.894659176E-2,1.361912489E-2,-4.044474661E-2,4.669294841E-2
5.245940500E0,1.210873947E-3,6.036039907E-3,-3.569313884E-2,3.622016225E-2
5.255897500E0,2.029109932E-2,-4.452201538E-4,-2.814063802E-2,3.469614447E-2
5.265855500E0,3.103215992E-2,-8.810475469E-3,-2.540690452E-2,4.106251606E-2
5.275812500E0,4.213753715E-2,-7.821161300E-3,-3.060471080E-2,5.266299388E-2
5.285770500E0,4.621883109E-2,-1.107074972E-2,-4.396605492E-2,6.474377060E-2
5.295727500E0,4.477256536E-2,-1.463563740E-2,-4.894649610E-2,6.793043480E-2
5.305685500E0,3.932294250E-2,-1.342070289E-2,-4.214052111E-2,5.917966367E-2
5.315642500E0,2.800485678E-2,-1.839804091E-2,-3.204294294E-2,4.636280950E-2
5.325600500E0,1.390661299E-2,-2.342795394E-2,-2.190508880E-2,3.495848718E-2
5.335557500E0,-6.313128397E-4,-3.100004233E-2,-1.967252232E-2,3.672069328E-2
5.345515500E0,-2.129504457E-2,-3.164666146E-2,-2.943780087E-2,4.818271708E-2
5.355472500E0,-4.320141673E-2,-3.318071365E-2,-3.006315045E-2,6.221828655E-2
5.365430500E0,-6.729716063E-2,-3.118574060E-2,-2.684685029E-2,7.888099654E-2
5.375387500E0,-8.921294659E-2,-3.014843352E-2,-1.902755722E-2,9.607250292E-2
5.385345500E0,-1.096625626E-1,-3.073885851E-2,-1.676653326E-2,1.151167742E-1
5.395303500E0,-1.210831702E-1,-3.599333018E-2,-2.130306140E-2,1.281033737E-1
5.405260500E0,-1.256725937E-1,-4.176519811E-2,-3.229206428E-2,1.363110781E-1
5.415218500E0,-1.245706603E-1,-4.898327589E-2,-3.307230771E-2,1.378803404E-1
5.425175500E0,-1.259538978E-1,-5.428642780E-2,-2.404605225E-2,1.392465915E-1
5.435133500E0,-1.149282455E-1,-5.944627523E-2,-1.381214894E-2,1.301273865E-1
5.445090500E0,-9.993758053E-2,-6.761019677E-2,-7.859716192E-3,1.209149860E-1
5.455048500E0,-8.388484269E-2,-7.827428728E-2,-5.372057669E-3,1.148581294E-1
5.465005500E0,-6.686324626E-2,-8.060269058E-2,-9.135903791E-3,1.051235091E-1
5.474963500E0,-4.554534703E-2,-7.851264626E-2,-3.166681156E-3,9.082203548E-2
5.484920500E0,-2.432927489E-2,-7.181559503E-2,5.011886358E-3,7.599021194E-2
5.494878500E0,-1.960237045E-3,-6.875657290E-2,9.900053963E-3,6.949330842E-2
5.504835500E0,2.586686611E-2,-6.354503334E-2,1.185827702E-2,6.962531693E-2
5.514793500E0,5.026666448E-2,-5.861616880E-2,9.084658697E-3,7.775039438E-2
5.524750500E0,7.312404364E-2,-5.169834197E-2,9.033525363E-3,9.000804909E-2
5.534708500E0,9.476993233E-2,-4.523131996E-2,1.276761666E-2,1.057838571E-1
5.544665500E0,1.103081405E-1,-3.607324511E-2,1.673625968E-2,1.172572696E-1
5.554623500E0,1.210974231E-1,-3.462082148E-2,2.231311239E-2,1.279103677E-1
5.564580500E0,1.183599606E-1,-3.352546319E-2,2.236664295E-2,1.250332103E-1
5.574538500E0,1.171634868E-1,-2.336943895E-2,2.384052239E-2,1.218268600E-1
5.584495500E0,1.033254340E-1,-1.416741870E-2,2.618996426E-2,1.075303459E-1
5.594453500E0,9.081329405E-2,-9.591877460E-5,3.283434734E-2,9.656685737E-2
5.604410500E0,7.637655735E-2,7.420054171E-3,3.022578359E-2,8.247444277E-2
5.614368500E0,6.023912877E-2,1.223659795E-2,3.043286130E-2,6.859042215E-2
5.624325500E0,4.047341645E-2,2.215234376E-2,2.725144848E-2,5.358605432E-2
5.634283500E0,1.888280734E-2,2.886010334E-2,2.640999109E-2,4.343907926E-2
5.644241500E0,3.169892356E-3,3.763708472E-2,2.839271352E-2,4.725192636E-2
5.654198500E0,-1.475557871E-2,4.301240668E-2,2.477321215E-2,5.178326246E-2
5.664156500E0,-2.560050413E-2,4.696853459E-2,2.401660755E-2,5.863639221E-2
5.674113500E0,-3.427282348E-2,5.003966764E-2,2.098067850E-2,6.417775033E-2
5.684071500E0,-4.681178182E-2,4.859889671E-2,2.347233333E-2,7.144330697E-2
5.694028500E0,-5.225145817E-2,5.138327554E-2,2.900384739E-2,7.881420588E-2
5.703986500E0,-5.061307549E-2,5.365921184E-2,2.784164436E-2,7.884257471E-2
5.713943500E0,-3.893050551E-2,5.479090288E-2,2.717472613E-2,7.249891750E-2
5.723901500E0,-2.313210256E-2,5.890575051E-2,2.735795081E-2,6.894518899E-2
5.733858500E0,-3.547126893E-3,5.589284003E-2,2.531235106E-2,6.145979818E-2
5.743816500E0,1.725722104E-2,5.770138651E-2,2.824502438E-2,6.652099733E-2
5.753773500E0,3.841497004E-2,6.043967977E-2,3.036935255E-2,7.778793215E-2
5.763731500E0,6.322817504E-2,6.188843772E-2,3.269935027E-2,9.432512046E-2
5.773688500E0,8.543334156E-2,6.314028800E-2,3.109616414E-2,1.106911164E-1
5.783646500E0,1.047359332E-1,6.011413783E-2,3.113557771E-2,1.247106631E-1
5.793603500E0,1.231384650E-1,5.661948025E-2,3.777021170E-2,1.406962544E-1
5.803561500E0,1.331463456E-1,5.438828468E-2,4.142193869E-2,1.496723484E-1
5.813518500E0,1.358216852E-1,5.386023968E-2,4.604715109E-2,1.531952862E-1
5.823476500E0,1.421237886E-1,4.932088032E-2,4.540106654E-2,1.571399929E-1
5.833433500E0,1.444627494E-1,4.803843051E-2,3.897579759E-2,1.571505315E-1
5.843391500E0,1.446534395E-1,3.985773399E-2,3.611236811E-2,1.543287389E-1
5.853348500E0,1.334273964E-1,3.868054226E-2,3.871876374E-2,1.442158006E-1
5.863306500E0,1.200660467E-1,4.136793688E-2,4.309353977E-2,1.341052383E-1
5.873263500E0,1.016133949E-1,3.707511723E-2,4.112753645E-2,1.157208736E-1
5.883221500E0,8.200986683E-2,3.032320552E-2,3.545180708E-2,9.435012282E-2
5.893179500E0,6.163232401E-2,2.292758599E-2,3.164407983E-2,7.297647121E-2
5.903136500E0,4.256382585E-2,1.502465550E-2,2.937560156E-2,5.385485596E-2
5.913094500E0,1.641513035E-2,5.482127424E-3,3.286667168E-2,3.714469454E-2
