"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.840020605E2,5.563538894E-2,5.140239373E-2,-2.547302097E-2,7.991481328E-2
2.840120185E2,3.204530105E-2,5.840261653E-2,8.517933078E-3,6.715893180E-2
2.840219765E2,4.651759751E-3,6.710395962E-2,4.312730953E-2,7.990334845E-2
2.840319345E2,-4.920002073E-3,6.607446820E-2,3.929104656E-2,7.703134497E-2
2.840418925E2,-4.626698792E-4,5.595791712E-2,3.257409669E-3,5.605455619E-2
2.840518505E2,1.237391960E-2,4.231300578E-2,-4.000503570E-2,5.953072505E-2
2.840618085E2,1.081676874E-2,3.349847719E-2,-4.445357993E-2,5.670336171E-2
2.840717665E2,-9.937888943E-3,3.311956674E-2,-1.542424876E-2,3.786257767E-2
2.840817245E2,-2.900505811E-2,3.625703603E-2,1.723223180E-2,4.952591110E-2
2.840916825E2,-3.506721184E-2,3.315632045E-2,2.154229209E-2,5.284998846E-2
2.841016405E2,-1.779075339E-2,2.213722467E-2,-4.213672131E-3,2.871101976E-2
2.841115985E2,3.585204482E-3,1.108795311E-2,-3.381872177E-2,3.577013192E-2
2.841215565E2,1.136483066E-2,1.972751459E-3,-3.530263528E-2,3.713929431E-2
2.841315145E2,4.412169568E-3,3.559258301E-3,-1.757892780E-3,5.935128219E-3
2.841414725E2,-1.188637596E-2,8.290629834E-3,3.808219731E-2,4.074646277E-2
2.841514305E2,-9.797351435E-3,6.589525379E-3,4.810196161E-2,4.952987635E-2
2.841613885E2,6.183478981E-3,1.078912639E-3,1.837149635E-2,1.941420467E-2
2.841713455E2,3.531535715E-2,-9.317433462E-3,-2.314693481E-2,4.324083264E-2
2.841813035E2,5.007486045E-2,-1.393349096E-2,-2.977021784E-2,5.989907921E-2
2.841912615E2,4.293859750E-2,-8.870616555E-3,4.855915904E-4,4.384799645E-2
2.842012195E2,3.243935481E-2,4.648290342E-4,3.768143058E-2,4.972341518E-2
2.842111775E2,3.457178921E-2,3.519597463E-3,4.657201096E-2,5.810807500E-2
2.842211355E2,5.270525441E-2,-2.146278042E-3,2.077476680E-2,5.669251527E-2
2.842310935E2,7.558929920E-2,-1.166951656E-2,-1.924359612E-2,7.886847128E-2
2.842410515E2,8.002799004E-2,-1.538169757E-2,-2.482478321E-2,8.519005618E-2
2.842510095E2,6.664874405E-2,-5.889904220E-3,6.087224931E-3,6.718482241E-2
2.842609675E2,3.595368564E-2,3.056186484E-3,4.877716303E-2,6.067305349E-2
2.842709255E2,1.929962635E-2,3.363802563E-3,5.522488430E-2,5.859674557E-2
2.842808835E2,2.290421352E-2,-1.131080789E-3,1.960457489E-2,3.016988063E-2
2.842908415E2,3.644777834E-2,-1.144536119E-2,-2.729839087E-2,4.695358328E-2
2.843007995E2,3.659052402E-2,-1.218678523E-2,-3.962190077E-2,5.529266861E-2
2.843107575E2,2.285732329E-2,-6.598838139E-3,-1.456532255E-2,2.789534932E-2
2.843207155E2,-4.972675815E-4,3.162446432E-3,2.291973494E-2,2.314222531E-2
2.843306735E2,-9.342373349E-3,6.242105737E-3,3.234982491E-2,3.424551059E-2
2.843406315E2,-8.682347834E-5,-7.399036549E-4,-1.987377182E-3,2.122419326E-3
2.843505895E2,1.879179478E-2,-8.614522405E-3,-4.162241146E-2,4.647328999E-2
2.843605475E2,2.559856698E-2,-8.616653271E-3,-5.359837785E-2,6.001932567E-2
2.843705055E2,8.225168101E-3,-4.217192996E-3,-2.155681700E-2,2.345494545E-2
2.843804625E2,-1.000763103E-2,5.602148362E-3,2.101887390E-2,2.394430632E-2
2.843904205E2,-2.126863413E-2,6.274494343E-3,3.602686524E-2,4.230436261E-2
2.844003785E2,-1.019307971E-2,8.280638140E-4,8.125457913E-3,1.306168557E-2
2.844103365E2,1.565894671E-2,-8.168340661E-3,-3.336289525E-2,3.774926729E-2
2.844202945E2,2.703730203E-2,-1.273646113E-2,-4.612502828E-2,5.496136259E-2
2.844302525E2,2.001949027E-2,-8.327536285E-3,-1.724164188E-2,2.770202278E-2
2.844402105E2,6.677853875E-3,-3.630519146E-3,2.078963071E-2,2.213556294E-2
2.844501685E2,1.994590275E-3,-5.270554684E-4,3.638432175E-2,3.644276399E-2
2.844601265E2,1.380810607E-2,-6.097589619E-3,1.084940042E-2,1.858907964E-2
2.844700845E2,3.102147579E-2,-1.100135129E-2,-2.672653273E-2,4.239892973E-2
2.844800425E2,4.307654127E-2,-1.122132875E-2,-3.949319571E-2,5.950814343E-2
2.844900005E2,3.014529869E-2,-2.157792216E-3,-5.214583129E-3,3.066899049E-2
2.844999585E2,1.094523724E-2,3.051616950E-3,3.651608527E-2,3.824310484E-2
2.845099165E2,-9.474186227E-4,1.240013167E-3,5.747820437E-2,5.749938445E-2
2.845198745E2,6.859904155E-3,-5.552645773E-3,2.642334998E-2,2.785827676E-2
2.845298325E2,2.398079261E-2,-1.373852603E-2,-1.755038090E-2,3.273898871E-2
2.845397905E2,2.515950799E-2,-1.701021940E-2,-3.624550626E-2,4.728726182E-2
2.845497485E2,5.464955233E-3,-1.007155888E-2,-9.016184136E-3,1.458059019E-2
2.845597065E2,-2.320876718E-2,-8.481917903E-3,2.698495984E-2,3.658931350E-2
2.845696645E2,-4.031090066E-2,-8.889403194E-3,3.549597412E-2,5.444221138E-2
2.845796225E2,-3.916601092E-2,-1.677608676E-2,4.801710602E-3,4.287738242E-2
2.845895805E2,-2.715372667E-2,-2.702348307E-2,-3.699368984E-2,5.325529642E-2
2.845995375E2,-2.094003931E-2,-3.104379028E-2,-4.955315962E-2,6.211052882E-2
2.846094955E2,-3.132259846E-2,-3.320420533E-2,-2.648178861E-2,5.277224227E-2
2.846194535E2,-5.133785307E-2,-3.090962581E-2,1.196893118E-2,6.110839091E-2
2.846294115E2,-6.052440405E-2,-3.651122004E-2,2.716486901E-2,7.572451903E-2
2.846393695E2,-5.390378088E-2,-4.339309409E-2,-5.013784394E-4,6.920136984E-2
2.846493275E2,-3.325246274E-2,-5.056618899E-2,-3.825468943E-2,7.159669693E-2
2.846592855E2,-2.372287214E-2,-5.884036422E-2,-5.618521944E-2,8.474515919E-2
2.846692435E2,-2.978594601E-2,-5.081960559E-2,-3.257323802E-2,6.731159430E-2
2.846792015E2,-4.376221448E-2,-4.562164471E-2,4.521933384E-3,6.337912719E-2
2.846891595E2,-5.155982822E-2,-4.552695900E-2,2.409683727E-2,7.288194185E-2
2.846991175E2,-3.916228190E-2,-4.915285110E-2,1.413894817E-3,6.286243866E-2
2.847090755E2,-1.726356521E-2,-5.495465174E-2,-3.394272551E-2,6.685920316E-2
2.847190335E2,2.565728500E-4,-5.703617632E-2,-4.913819209E-2,7.528448154E-2
2.847289915E2,1.699054614E-3,-4.971920326E-2,-2.336552367E-2,5.496211109E-2
2.847389495E2,-1.123591885E-2,-4.476066306E-2,1.869244687E-2,4.979126831E-2
2.847489075E2,-1.620594598E-2,-3.992413729E-2,4.156458378E-2,5.986805533E-2
2.847588655E2,-1.020344719E-2,-4.065144807E-2,2.362925932E-2,4.811436855E-2
2.847688235E2,2.348775975E-3,-4.527555779E-2,-1.193895098E-2,4.688210140E-2
2.847787815E2,1.394577790E-2,-3.924802691E-2,-2.861486748E-2,5.053417634E-2
2.847887395E2,6.586525589E-3,-3.277453780E-2,-9.552618489E-3,3.476787551E-2
2.847986975E2,-1.492196228E-2,-2.457199991E-2,3.103555366E-2,4.230429918E-2
2.848086555E2,-2.897772565E-2,-1.644106209E-2,4.962854460E-2,5.977465638E-2
2.848186125E2,-2.491400950E-2,-1.809115522E-2,3.119361028E-2,4.382965992E-2
2.848285705E2,-1.219788194E-2,-1.965287700E-2,-9.924973361E-3,2.517000188E-2
2.848385285E2,-5.494439043E-3,-2.043877542E-2,-3.116181865E-2,3.766950149E-2
2.848484865E2,-9.331393056E-3,-1.070496067E-2,-1.937480085E-2,2.402194803E-2
2.848584445E2,-2.996210381E-2,1.623345306E-4,1.374879666E-2,3.296639845E-2
2.848684025E2,-4.608642310E-2,9.371872991E-3,3.696393594E-2,5.981741350E-2
2.848783605E2,-4.509466141E-2,1.256393827E-2,2.294505760E-2,5.213306725E-2
2.848883185E2,-2.441483736E-2,9.903112426E-3,-1.907304116E-2,3.252594069E-2
2.848982765E2,-1.641097292E-2,1.175480895E-2,-4.308463261E-2,4.757920904E-2
2.849082345E2,-1.487245969E-2,2.040936425E-2,-3.367516026E-2,4.209214446E-2
2.849181925E2,-3.122586757E-2,3.161221743E-2,2.530782949E-3,4.450608900E-2
2.849281505E2,-3.930796683E-2,4.075179622E-2,2.797818184E-2,6.315539415E-2
2.849381085E2,-3.432146460E-2,4.191533104E-2,1.613963023E-2,5.652738780E-2
2.849480665E2,-1.248537842E-2,3.777647391E-2,-2.326327935E-2,4.608825036E-2
2.849580245E2,4.411047325E-3,3.852162883E-2,-5.057718977E-2,6.372931312E-2
2.849679825E2,8.735895157E-3,4.376444593E-2,-3.792225197E-2,5.856398028E-2
2.849779405E2,-2.038987819E-3,5.137815699E-2,-1.954931766E-3,5.145575036E-2
2.849878985E2,-8.703668602E-3,5.814416707E-2,3.074476868E-2,6.634560130E-2
2.849978565E2,-1.632975880E-3,5.964006484E-2,2.275448665E-2,6.385429200E-2
2.850078145E2,1.906451955E-2,4.862269014E-2,-1.359509304E-2,5.396710533E-2
2.850177725E2,3.561500087E-2,4.207397625E-2,-4.256176203E-2,6.964302802E-2
2.850277295E2,3.240528330E-2,4.809841514E-2,-3.170116246E-2,6.609480786E-2
2.850376875E2,1.161105558E-2,5.631400272E-2,1.673427969E-2,5.988421855E-2
2.850476455E2,-8.101777174E-3,6.081818044E-2,4.816099256E-2,7.799981455E-2
2.850576035E2,-1.428670250E-2,5.525510758E-2,4.239604622E-2,7.109614277E-2
2.850675615E2,-1.279823482E-3,4.256780446E-2,2.851036377E-3,4.268236559E-2
2.850775195E2,1.448316127E-2,4.083781689E-2,-2.653987706E-2,5.081195059E-2
2.850874775E2,9.610622190E-3,4.244581610E-2,-1.776976511E-2,4.700825369E-2
2.850974355E2,-9.447491728E-3,4.867628217E-2,1.776479557E-2,5.267089811E-2
2.851073935E2,-2.974210680E-2,4.776343331E-2,4.935706779E-2,7.484690120E-2
2.851173515E2,-3.148674592E-2,4.696448147E-2,4.447656125E-2,7.193915616E-2
2.851273095E2,-2.144748531E-2,3.448077291E-2,3.818252590E-3,4.078599490E-2
2.851372675E2,-4.746268969E-3,2.923194692E-2,-2.878576145E-2,4.129956237E-2
2.851472255E2,-1.524435822E-3,3.029866517E-2,-2.517247945E-2,3.942063847E-2
2.851571835E2,-1.106521022E-2,3.544389457E-2,1.086035650E-2,3.868663700E-2
2.851671415E2,-1.935317367E-2,3.919935971E-2,3.873602301E-2,5.840902851E-2
2.851770995E2,-1.205105335E-2,3.471646085E-2,3.733573109E-2,5.238718695E-2
2.851870575E2,1.313980855E-2,2.504689060E-2,-1.321441494E-3,2.831514621E-2
2.851970155E2,3.626803309E-2,1.520331390E-2,-3.460483253E-2,5.238325507E-2
2.852069735E2,4.764680192E-2,1.465574838E-2,-3.646550328E-2,6.176359464E-2
2.852169315E2,4.266189784E-2,1.879989356E-2,-1.762116328E-3,4.665381634E-2
2.852268895E2,3.586906567E-2,2.325421572E-2,2.881734632E-2,5.155373769E-2
2.852368465E2,4.356986284E-2,1.703094132E-2,2.531608753E-2,5.319107254E-2
2.852468045E2,6.256944686E-2,1.021818444E-2,-8.374935947E-3,6.394909324E-2
2.852567625E2,8.075324446E-2,1.446265494E-3,-3.520601988E-2,8.810585684E-2
2.852667205E2,8.588796854E-2,-6.270261947E-4,-3.435052931E-2,9.250456835E-2
2.852766785E2,7.214260101E-2,9.255995974E-5,3.736400511E-3,7.223935311E-2
2.852866365E2,5.322692171E-2,-8.917851374E-4,3.756558150E-2,6.515422771E-2
2.852965945E2,4.632347822E-2,-1.006850600E-2,4.016376287E-2,6.213185411E-2
2.853065525E2,4.838182405E-2,-1.922332868E-2,1.067889575E-2,5.314485938E-2
2.853165105E2,5.276245996E-2,-2.413899079E-2,-1.829656214E-2,6.083857529E-2
2.853264685E2,4.460621253E-2,-2.713365294E-2,-1.788339019E-2,5.518844954E-2
2.853364265E2,2.131633647E-2,-2.294876240E-2,1.448520273E-2,3.450873794E-2
2.853463845E2,2.281301655E-3,-2.312276885E-2,4.373125732E-2,4.952059817E-2
2.853563425E2,-4.381927196E-3,-2.747677080E-2,4.800802469E-2,5.548823889E-2
2.853663005E2,5.328224972E-3,-4.090389609E-2,1.812895574E-2,4.505749364E-2
2.853762585E2,1.746265218E-2,-5.041777343E-2,-1.338955574E-2,5.501069261E-2
2.853862165E2,2.012563683E-2,-5.304754153E-2,-1.036262233E-2,5.767553087E-2
2.853961745E2,2.629201859E-3,-4.951538891E-2,1.446043514E-2,5.165065949E-2
2.854061325E2,-1.429967396E-2,-4.590348899E-2,4.379823431E-2,6.503765299E-2
2.854160905E2,-1.905208454E-2,-4.429573566E-2,4.379636794E-2,6.513997212E-2
2.854260485E2,-1.886680257E-3,-4.725157842E-2,1.565128565E-2,4.981198619E-2
2.854360065E2,1.452318486E-2,-5.579020828E-2,-1.850215904E-2,6.054585145E-2
2.854459645E2,2.659335360E-2,-5.527824536E-2,-2.319575101E-2,6.558150449E-2
2.854559215E2,2.591451257E-2,-5.060306564E-2,-1.584464684E-3,5.687479883E-2
2.854658795E2,1.748608425E-2,-4.716906324E-2,2.345794439E-2,5.550638544E-2
2.854758375E2,2.265767753E-2,-4.407926276E-2,2.505690604E-2,5.553557686E-2
2.854857955E2,3.706967458E-2,-4.755677655E-2,-8.933125064E-4,6.030427661E-2
2.854957535E2,5.312427506E-2,-5.026840791E-2,-3.599990159E-2,8.151744813E-2
2.855057115E2,5.326410383E-2,-4.265773296E-2,-4.208336771E-2,8.017329216E-2
2.855156695E2,3.866625205E-2,-3.000771627E-2,-1.732582226E-2,5.192038328E-2
2.855256275E2,2.232236788E-2,-1.941095665E-2,9.336855263E-3,3.102015815E-2
2.855355855E2,1.286894362E-2,-1.418476924E-2,1.724990457E-2,2.577550380E-2
2.855455435E2,1.947700791E-2,-1.369798556E-2,-8.596492000E-3,2.531577216E-2
2.855555015E2,3.012139909E-2,-1.969675533E-2,-3.549228981E-2,5.054664667E-2
2.855654595E2,3.060666472E-2,-2.078107372E-2,-3.983681649E-2,5.436536488E-2
2.855754175E2,1.553157717E-2,-1.612240449E-2,-1.486968342E-2,2.687506839E-2
2.855853755E2,-6.480387412E-3,-9.752511978E-3,1.179402322E-2,1.661944327E-2
2.855953335E2,-1.852906123E-2,-5.745786242E-3,1.975527778E-2,2.768774404E-2
2.856052915E2,-2.309519425E-2,-3.364552278E-3,8.547408506E-4,2.335463105E-2
2.856152495E2,-1.827567071E-2,-4.768570885E-3,-2.662668377E-2,3.264536256E-2
2.856252075E2,-1.986149698E-2,-1.003105892E-3,-3.072450310E-2,3.659891221E-2
2.856351655E2,-3.693608940E-2,8.650852367E-3,-4.982385784E-3,3.826141810E-2
2.856451235E2,-4.858776182E-2,1.994968206E-2,2.123560011E-2,5.665431250E-2
2.856550815E2,-5.336333811E-2,2.085915208E-2,3.345444798E-2,6.634719414E-2
2.856650395E2,-4.514072835E-2,1.543677133E-2,1.133313868E-2,4.903487838E-2
2.856749965E2,-2.936949022E-2,1.045266539E-2,-1.413839869E-2,3.423038836E-2
2.856849545E2,-2.304175869E-2,8.403771557E-3,-2.572172508E-2,3.554086606E-2
2.856949125E2,-2.869138867E-2,1.210450009E-2,-4.603654146E-3,3.147869656E-2
2.857048705E2,-3.656613082E-2,1.587621309E-2,1.836089790E-2,4.388916309E-2
2.857148285E2,-3.731208295E-2,1.893432252E-2,2.086293697E-2,4.675427512E-2
2.857247865E2,-2.505603060E-2,1.595133543E-2,-9.057745337E-4,2.971649708E-2
2.857347445E2,-1.080572233E-2,1.284315996E-2,-2.646679431E-2,3.134009563E-2
2.857447025E2,4.974408075E-4,1.384334080E-2,-3.592020273E-2,3.849865577E-2
2.857546605E2,-3.861621022E-3,1.544256974E-2,-1.332328189E-2,2.075800851E-2
2.857646185E2,-7.882922888E-3,1.509537548E-2,1.001883484E-2,1.975823590E-2
2.857745765E2,-1.114636008E-2,9.392748587E-3,8.386050351E-3,1.681638812E-2
2.857845345E2,1.624224707E-3,-2.073307056E-3,-1.122497674E-2,1.152982267E-2
2.857944925E2,-3.150887787E-4,-1.245111320E-2,-3.489968181E-2,3.705559730E-2
2.858044505E2,-7.663495839E-3,-1.526175253E-2,-3.952948749E-2,4.306077844E-2
2.858144085E2,-2.515220642E-2,-1.381059550E-2,-2.011770569E-2,3.504408820E-2
2.858243665E2,-4.303590953E-2,-1.020799484E-2,6.968788803E-4,4.423548698E-2
2.858343245E2,-5.401958153E-2,-9.559514932E-3,3.087066114E-3,5.494569584E-2
2.858442825E2,-5.415276065E-2,-1.072067209E-2,-1.767062023E-2,5.796296331E-2
2.858542405E2,-4.855266586E-2,-1.588134654E-2,-3.866245598E-2,6.406531068E-2
2.858641985E2,-5.496370420E-2,-1.004177146E-2,-3.542053699E-2,6.615482140E-2
2.858741565E2,-6.384641677E-2,-5.071230698E-4,-1.200256310E-2,6.496678866E-2
2.858841135E2,-7.667638361E-2,1.119116135E-2,9.103029966E-3,7.802163194E-2
2.858940715E2,-7.964234799E-2,1.842936501E-2,1.222931407E-2,8.265652552E-2
2.859040295E2,-7.590901107E-2,2.520217374E-2,-2.200823277E-3,8.001356851E-2
2.859139879E2,-6.367897987E-2,2.477846295E-2,-1.503486279E-2,6.996450388E-2
2.859239459E2,-5.776467174E-2,3.351812065E-2,-1.458840724E-2,6.835966164E-2
2.859339039E2,-5.642936379E-2,3.985404223E-2,7.440461777E-3,6.948365456E-2
2.859438619E2,-5.141860619E-2,4.802526161E-2,2.326783165E-2,7.410594312E-2
2.859538199E2,-4.013425857E-2,5.116832256E-2,2.523297817E-2,6.975427680E-2
2.859637779E2,-1.944296807E-2,5.082887039E-2,5.912199616E-3,5.474081819E-2
2.859737359E2,-3.887444735E-3,5.597995594E-2,-1.172857918E-2,5.732736923E-2
2.859836939E2,4.945358261E-3,6.517931819E-2,-1.010776218E-2,6.614353290E-2
2.859936519E2,6.938467734E-3,7.589401305E-2,5.771069787E-3,7.642871710E-2
2.860036099E2,8.312235586E-3,8.889915049E-2,1.776454598E-2,9.103697772E-2
2.860135679E2,1.126434933E-2,9.223315865E-2,1.496769395E-2,9.411627374E-2
2.860235259E2,2.065244690E-2,9.344527125E-2,-4.013223574E-3,9.578438414E-2
2.860334839E2,2.742592990E-2,9.196881205E-2,-1.379847620E-2,9.695793916E-2
2.860434419E2,2.779476531E-2,9.959323704E-2,-1.179919019E-2,1.040700857E-1
2.860533999E2,2.342824452E-2,1.021954119E-1,1.970683690E-3,1.048650011E-1
2.860633579E2,2.155313268E-2,1.019703969E-1,5.292919464E-3,1.043576273E-1
2.860733159E2,1.764521003E-2,1.001290828E-1,-3.676607274E-3,1.017384102E-1
2.860832739E2,1.814763248E-2,9.766270965E-2,-1.513903774E-2,1.004815002E-1
2.860932319E2,1.166709606E-2,9.508956224E-2,-2.444598824E-2,9.887240423E-2
2.861031889E2,5.384736694E-3,9.515405446E-2,-1.955626905E-2,9.729201986E-2
2.861131469E2,-1.635355409E-3,8.951134980E-2,-1.047622133E-2,9.013715850E-2
2.861231049E2,-6.944118068E-3,8.751057833E-2,-1.789471135E-3,8.780389686E-2
2.861330629E2,-5.895098671E-3,8.051685244E-2,-3.054472618E-3,8.079013255E-2
2.861430209E2,-2.878839150E-3,7.528209686E-2,-6.580386311E-3,7.562395987E-2
2.861529789E2,7.172273472E-4,7.077842951E-2,-1.027924940E-2,7.152456548E-2
2.861629369E2,7.123705000E-3,6.743811071E-2,-3.823947161E-3,6.792104623E-2
2.861728949E2,6.595333107E-3,6.103400141E-2,2.588944975E-3,6.144387995E-2
2.861828529E2,1.221127529E-2,5.197476968E-2,1.218470931E-2,5.476275257E-2
2.861928109E2,2.044603601E-2,3.889465332E-2,7.764394395E-3,4.462197066E-2
2.862027689E2,2.854990214E-2,2.511949278E-2,6.543199066E-3,3.858625771E-2
2.862127269E2,3.578118235E-2,1.871432364E-2,3.039011732E-3,4.049388240E-2
2.862226849E2,3.839566186E-2,8.554958738E-3,1.056520455E-2,4.073128670E-2
2.862326429E2,4.441733658E-2,1.458699931E-3,1.459083892E-2,4.677520898E-2
2.862426009E2,4.636112228E-2,-1.351684891E-2,2.130137384E-2,5.278074830E-2
2.862525589E2,4.462234303E-2,-2.075212449E-2,2.041400596E-2,5.327791107E-2
2.862625169E2,4.505100101E-2,-3.156716004E-2,1.650269702E-2,5.743184913E-2
2.862724749E2,4.999036342E-2,-3.535204381E-2,1.276548300E-2,6.254407240E-2
2.862824329E2,5.071674287E-2,-4.467360303E-2,9.344519116E-3,6.822931080E-2
2.862923909E2,5.047652870E-2,-4.992615432E-2,1.229396928E-2,7.205305348E-2
2.863023489E2,5.014966428E-2,-5.469020084E-2,1.413369924E-2,7.553653652E-2
2.863123069E2,4.689022154E-2,-6.100881472E-2,1.218959223E-2,7.790606208E-2
2.863222639E2,4.392847791E-2,-6.921254098E-2,1.150900405E-2,8.278009529E-2
2.863322219E2,4.518362507E-2,-7.220327109E-2,8.829915896E-4,8.518011508E-2
2.863421799E2,4.215671495E-2,-8.015968651E-2,-3.520390950E-3,9.063750387E-2
2.863521379E2,3.469240665E-2,-8.725408465E-2,-1.056700945E-3,9.390396682E-2
2.863620959E2,2.690874785E-2,-9.267178923E-2,4.875868559E-3,9.662254046E-2
2.863720539E2,1.863643900E-2,-9.294369817E-2,6.454324350E-3,9.501318956E-2
2.863820119E2,5.185421556E-3,-9.430148453E-2,1.481441781E-3,9.445556230E-2
2.863919699E2,-1.733917743E-4,-9.300505370E-2,-3.851005808E-3,9.308490922E-2
2.864019279E2,-3.953960724E-3,-9.297418594E-2,-8.716761135E-3,9.346558180E-2
2.864118859E2,-4.577673040E-3,-9.346979856E-2,-5.270631053E-3,9.373013329E-2
2.864218439E2,-9.126234800E-3,-8.963207901E-2,8.297821507E-3,9.047680139E-2
2.864318019E2,-1.181682665E-2,-8.953087777E-2,1.445238665E-2,9.145647569E-2
2.864417599E2,-4.494617693E-3,-8.885333687E-2,1.369306073E-2,9.001453757E-2
2.864517179E2,4.223505966E-3,-9.106855839E-2,2.714711241E-3,9.120685275E-2
2.864616759E2,1.623379439E-2,-8.872457594E-2,8.135763928E-4,9.020115499E-2
2.864716339E2,2.136011422E-2,-8.327441663E-2,5.241082050E-3,8.612985478E-2
2.864815919E2,1.977273077E-2,-7.756091654E-2,1.950830221E-2,8.238464974E-2
2.864915499E2,1.927498728E-2,-7.428282499E-2,2.530547231E-2,8.080736447E-2
2.865015079E2,1.994294487E-2,-6.878761947E-2,2.390959673E-2,7.550580414E-2
2.865114659E2,2.593905106E-2,-6.683871895E-2,1.553848293E-2,7.336002435E-2
2.865214239E2,4.118861631E-2,-6.310404837E-2,9.046112187E-3,7.589766254E-2
2.865313809E2,4.055984691E-2,-5.807413161E-2,1.414260361E-2,7.223378143E-2
2.865413389E2,3.928089887E-2,-5.328976363E-2,2.645042911E-2,7.129104519E-2
2.865512969E2,3.614555672E-2,-5.168734118E-2,3.094238043E-2,7.025320929E-2
2.865612549E2,3.745578229E-2,-4.057554901E-2,2.116554976E-2,5.913790071E-2
2.865712129E2,3.747202829E-2,-3.587666899E-2,8.847629651E-3,5.262669315E-2
2.865811709E2,3.621684015E-2,-2.689022012E-2,-5.457690917E-3,4.543709760E-2
2.865911289E2,3.541203588E-2,-1.822269522E-2,-6.528152153E-4,3.983095623E-2
2.866010869E2,1.981804892E-2,-1.309391856E-2,7.896006107E-3,2.503103432E-2
2.866110449E2,9.446899407E-3,-5.838136189E-3,1.253869478E-2,1.674952564E-2
2.866210029E2,-1.186914276E-3,-2.724532038E-3,3.821331076E-3,4.840910195E-3
2.866309609E2,-3.908664919E-3,-1.872320659E-3,-1.068330929E-2,1.152893505E-2
2.866409189E2,-7.430946454E-3,2.392384922E-4,-2.302125096E-2,2.419202753E-2
2.866508769E2,-1.158494502E-2,6.710453890E-3,-1.834873483E-2,2.271381105E-2
2.866608349E2,-1.997011155E-2,9.109920822E-3,-7.613445632E-3,2.323274773E-2
2.866707929E2,-2.769327909E-2,1.496887486E-2,-2.521481365E-3,3.158073447E-2
2.866807509E2,-2.916753292E-2,1.217556745E-2,-1.195009425E-2,3.379044498E-2
2.866907089E2,-2.780239657E-2,1.357319392E-2,-2.911363542E-2,4.248303915E-2
2.867006669E2,-2.315822244E-2,1.430519111E-2,-3.856723011E-2,4.720564582E-2
2.867106249E2,-2.395557240E-2,1.496325899E-2,-3.046030179E-2,4.154032443E-2
2.867205829E2,-2.557506040E-2,1.407630742E-2,-1.442137640E-2,3.256074695E-2
2.867305409E2,-3.321194276E-2,1.434395462E-2,-4.461687058E-3,3.645118417E-2
2.867404989E2,-3.157440573E-2,1.425887644E-2,-8.528484032E-3,3.567903719E-2
2.867504559E2,-3.215603530E-2,1.378030702E-2,-2.334897593E-2,4.206045821E-2
2.867604139E2,-3.005252033E-2,1.242828183E-2,-2.767493948E-2,4.270267489E-2
2.867703719E2,-3.676368669E-2,1.987368055E-2,-1.618579589E-2,4.481642362E-2
2.867803299E2,-4.141990095E-2,2.327486500E-2,-1.286643557E-3,4.752875958E-2
2.867902879E2,-4.796142504E-2,2.975833043E-2,6.316681392E-3,5.679574795E-2
2.868002459E2,-4.398148879E-2,3.101302497E-2,-7.710792124E-4,5.382168371E-2
2.868102039E2,-3.788951039E-2,3.622563183E-2,-1.153397933E-2,5.367442667E-2
2.868201619E2,-3.281326964E-2,4.209055007E-2,-1.406051312E-2,5.519078817E-2
2.868301199E2,-3.330302238E-2,4.868480191E-2,-7.457205094E-3,5.945511874E-2
2.868400779E2,-3.934792057E-2,5.044056475E-2,5.001761485E-3,6.416795963E-2
2.868500359E2,-4.255330190E-2,5.668168142E-2,9.573344141E-3,7.152094399E-2
2.868599939E2,-4.161523655E-2,6.401043385E-2,1.908477861E-3,7.637280827E-2
2.868699519E2,-4.143014923E-2,6.808187813E-2,-6.499920040E-3,7.996154297E-2
2.868799099E2,-4.088964686E-2,7.329899073E-2,-9.331581183E-3,8.444988851E-2
2.868898679E2,-4.293175787E-2,7.435280085E-2,-4.542417824E-3,8.597737137E-2
2.868998259E2,-4.333288968E-2,7.558588684E-2,2.609147690E-3,8.716520675E-2
2.869097839E2,-4.180769622E-2,7.887408882E-2,2.176383976E-3,8.929581176E-2
2.869197420E2,-3.671346605E-2,7.876102626E-2,-6.185018457E-3,8.711734787E-2
2.869297000E2,-3.197596967E-2,8.217919618E-2,-1.572446153E-2,8.957199122E-2
2.869396580E2,-2.622129768E-2,8.452823013E-2,-2.430683374E-2,9.177908426E-2
2.869496160E2,-2.460875362E-2,8.090126514E-2,-1.777569577E-2,8.640937922E-2
2.869595740E2,-2.150606923E-2,8.176607639E-2,-1.831741259E-2,8.650855371E-2
2.869695310E2,-2.449040860E-2,7.789863646E-2,-1.421933901E-2,8.288647222E-2
2.869794890E2,-2.280465141E-2,8.229061961E-2,-1.446429174E-2,8.660839415E-2
2.869894470E2,-1.999901049E-2,8.123707026E-2,-1.818019897E-2,8.561507834E-2
2.869994050E2,-1.680217311E-2,8.067237586E-2,-1.576491818E-2,8.389802079E-2
2.870093630E2,-1.542372070E-2,7.720920444E-2,-9.543241933E-3,7.931094424E-2
2.870193210E2,-1.203669328E-2,6.775979698E-2,-6.907301024E-3,6.916634210E-2
2.870292790E2,-6.937805098E-3,6.111494452E-2,-3.455843776E-3,6.160448392E-2
2.870392370E2,-3.086623270E-3,5.760602280E-2,-4.154872149E-3,5.783808494E-2
